EURUSD;D;20190901;000000;1.0987500;1.0997500;1.0981300;1.0990300;44929
EURUSD;D;20190902;000000;1.0990200;1.0993200;1.0956000;1.0964400;582180
EURUSD;D;20190903;000000;1.0964100;1.0978900;1.0924000;1.0972500;1051630
EURUSD;D;20190904;000000;1.0972600;1.1038500;1.0970000;1.1034700;969707
EURUSD;D;20190905;000000;1.1033900;1.1084700;1.1016000;1.1033900;1068361
EURUSD;D;20190906;000000;1.1033800;1.1057300;1.1018000;1.1028900;2094224
EURUSD;D;20190908;000000;1.1024900;1.1028400;1.1018000;1.1020100;57223
EURUSD;D;20190909;000000;1.1020100;1.1068100;1.1014000;1.1046900;1840372
EURUSD;D;20190910;000000;1.1047000;1.1059500;1.1029000;1.1050100;1820773
EURUSD;D;20190911;000000;1.1050100;1.1055700;1.0983000;1.1013000;1516413
EURUSD;D;20190912;000000;1.1013400;1.1087300;1.0926000;1.1055800;2392074
EURUSD;D;20190913;000000;1.1056000;1.1109600;1.1055000;1.1071000;1953337
EURUSD;D;20190915;000000;1.1075800;1.1087000;1.1067400;1.1083000;111750
EURUSD;D;20190916;000000;1.1083200;1.1084400;1.0991600;1.1002600;1968706
EURUSD;D;20190917;000000;1.1003100;1.1075700;1.0989000;1.1073700;2090059
EURUSD;D;20190918;000000;1.1073700;1.1075000;1.1012000;1.1029100;2004078
EURUSD;D;20190919;000000;1.1029100;1.1073500;1.1021000;1.1044700;2270874
EURUSD;D;20190920;000000;1.1044600;1.1067800;1.0995000;1.1017000;1965640
EURUSD;D;20190922;000000;1.1011400;1.1020000;1.1008700;1.1017000;62144
EURUSD;D;20190923;000000;1.1018600;1.1025500;1.0964000;1.0993700;1979836
EURUSD;D;20190924;000000;1.0993900;1.1024100;1.0982000;1.1013500;1929195
EURUSD;D;20190925;000000;1.1012600;1.1017000;1.0936000;1.0951200;1975676
EURUSD;D;20190926;000000;1.0951200;1.0967400;1.0907900;1.0921500;1934793
EURUSD;D;20190927;000000;1.0922300;1.0958700;1.0903800;1.0939400;1763903
EURUSD;D;20190929;000000;1.0938500;1.0946300;1.0937500;1.0942200;59350
EURUSD;D;20190930;000000;1.0942100;1.0947800;1.0883900;1.0899300;1793772
EURUSD;D;20191001;000000;1.0899300;1.0942900;1.0878000;1.0933300;2214323
EURUSD;D;20191002;000000;1.0933900;1.0963700;1.0903000;1.0960200;2039789
EURUSD;D;20191003;000000;1.0960200;1.0999400;1.0939000;1.0974100;2115996
EURUSD;D;20191004;000000;1.0974500;1.0999100;1.0956000;1.0975000;1959532
EURUSD;D;20191006;000000;1.0982200;1.0984000;1.0967000;1.0982600;58052
EURUSD;D;20191007;000000;1.0983300;1.1000600;1.0960000;1.0971600;1644165
EURUSD;D;20191008;000000;1.0971600;1.0996100;1.0939000;1.0959100;2070618
EURUSD;D;20191009;000000;1.0959000;1.0990800;1.0953000;1.0984200;1817738
EURUSD;D;20191010;000000;1.0983500;1.1033900;1.0978000;1.1010600;2435435
EURUSD;D;20191011;000000;1.1010600;1.1062800;1.1000000;1.1035600;2505610
EURUSD;D;20191013;000000;1.1044700;1.1045300;1.1024000;1.1027400;156262
EURUSD;D;20191014;000000;1.1027600;1.1042800;1.1011800;1.1026000;1638185
EURUSD;D;20191015;000000;1.1025800;1.1046100;1.0989000;1.1034400;2244612
EURUSD;D;20191016;000000;1.1033700;1.1085600;1.1021000;1.1073700;2393497
EURUSD;D;20191017;000000;1.1073900;1.1139800;1.1063000;1.1123900;2477791
EURUSD;D;20191018;000000;1.1124500;1.1183000;1.1113000;1.1182000;1787405
EURUSD;D;20191020;000000;1.1145000;1.1164700;1.1135000;1.1155800;140724
EURUSD;D;20191021;000000;1.1155600;1.1179500;1.1137600;1.1151700;1570707
EURUSD;D;20191022;000000;1.1150900;1.1157000;1.1116600;1.1129000;1668352
EURUSD;D;20191023;000000;1.1128200;1.1140500;1.1105000;1.1132100;1566257
EURUSD;D;20191024;000000;1.1131000;1.1163000;1.1091000;1.1102300;1938438
EURUSD;D;20191025;000000;1.1102400;1.1123100;1.1071000;1.1079900;1327911
EURUSD;D;20191027;000000;1.1084900;1.1084900;1.1074400;1.1083900;72257
EURUSD;D;20191028;000000;1.1083200;1.1106700;1.1071000;1.1097400;1284547
EURUSD;D;20191029;000000;1.1098200;1.1118500;1.1072000;1.1111000;1485884
EURUSD;D;20191030;000000;1.1112100;1.1155400;1.1078900;1.1152000;1981777
EURUSD;D;20191031;000000;1.1152100;1.1175800;1.1130000;1.1156000;2047868
EURUSD;D;20191101;000000;1.1156000;1.1171900;1.1127000;1.1164000;1637261
EURUSD;D;20191103;000000;1.1164900;1.1170400;1.1161100;1.1166000;40733
EURUSD;D;20191104;000000;1.1166000;1.1175500;1.1120000;1.1127900;1577643
EURUSD;D;20191105;000000;1.1127900;1.1140200;1.1062000;1.1073700;1862528
EURUSD;D;20191106;000000;1.1074000;1.1092900;1.1063000;1.1070100;1519043
EURUSD;D;20191107;000000;1.1069900;1.1091600;1.1034900;1.1052400;2101242
EURUSD;D;20191108;000000;1.1052400;1.1055400;1.1015000;1.1018900;1444945
EURUSD;D;20191110;000000;1.1017400;1.1025500;1.1016700;1.1021800;36164
EURUSD;D;20191111;000000;1.1021800;1.1043100;1.1015000;1.1034500;1110525
EURUSD;D;20191112;000000;1.1034700;1.1038600;1.1001000;1.1011000;1516136
EURUSD;D;20191113;000000;1.1011900;1.1020300;1.0994000;1.1009600;1578986
EURUSD;D;20191114;000000;1.1009300;1.1027500;1.0988000;1.1019300;1559163
EURUSD;D;20191115;000000;1.1019600;1.1057000;1.1013000;1.1051200;1283207
EURUSD;D;20191117;000000;1.1051400;1.1054700;1.1046800;1.1053900;52262
EURUSD;D;20191118;000000;1.1053900;1.1090000;1.1052000;1.1072100;1372789
EURUSD;D;20191119;000000;1.1072300;1.1083900;1.1061000;1.1076900;1301523
EURUSD;D;20191120;000000;1.1078000;1.1081500;1.1051000;1.1077900;1570025
EURUSD;D;20191121;000000;1.1077900;1.1097000;1.1051000;1.1065600;1514361
EURUSD;D;20191122;000000;1.1065300;1.1087600;1.1013000;1.1022000;1552948
EURUSD;D;20191124;000000;1.1024400;1.1025500;1.1012000;1.1022500;64370
EURUSD;D;20191125;000000;1.1022600;1.1032300;1.1002000;1.1009400;1296015
EURUSD;D;20191126;000000;1.1010400;1.1025600;1.1006000;1.1022000;1313746
EURUSD;D;20191127;000000;1.1022000;1.1022300;1.0990000;1.1004900;1344472
EURUSD;D;20191128;000000;1.1005000;1.1018000;1.0999000;1.1011200;912140
EURUSD;D;20191129;000000;1.1011200;1.1028300;1.0980000;1.1017300;1177421
EURUSD;D;20191201;000000;1.1013900;1.1027100;1.1013000;1.1018200;52871
EURUSD;D;20191202;000000;1.1018200;1.1090800;1.1001000;1.1076000;1435371
EURUSD;D;20191203;000000;1.1075800;1.1093600;1.1065000;1.1081800;1397734
EURUSD;D;20191204;000000;1.1081900;1.1116100;1.1065000;1.1082300;1595123
EURUSD;D;20191205;000000;1.1082400;1.1108100;1.1078000;1.1103900;1280625
EURUSD;D;20191206;000000;1.1103900;1.1109700;1.1038000;1.1056400;1240010
EURUSD;D;20191208;000000;1.1054000;1.1061000;1.1053000;1.1058100;36775
EURUSD;D;20191209;000000;1.1058100;1.1078000;1.1052000;1.1064300;1045018
EURUSD;D;20191210;000000;1.1064400;1.1097800;1.1061000;1.1092400;1298474
EURUSD;D;20191211;000000;1.1092200;1.1144900;1.1069000;1.1132700;1515511
EURUSD;D;20191212;000000;1.1132700;1.1199700;1.1101900;1.1183200;2006127
EURUSD;D;20191213;000000;1.1183300;1.1186100;1.1110000;1.1122300;2106514
EURUSD;D;20191215;000000;1.1126100;1.1133000;1.1118000;1.1124300;78081
EURUSD;D;20191216;000000;1.1124300;1.1158200;1.1121000;1.1135500;1304699
EURUSD;D;20191217;000000;1.1135700;1.1174700;1.1128000;1.1151400;1396052
EURUSD;D;20191218;000000;1.1151400;1.1151400;1.1109000;1.1114700;1255477
EURUSD;D;20191219;000000;1.1115500;1.1144300;1.1106000;1.1122800;1361247
EURUSD;D;20191220;000000;1.1123100;1.1123700;1.1065000;1.1075900;1163448
EURUSD;D;20191222;000000;1.1076900;1.1086100;1.1075000;1.1080100;39591
EURUSD;D;20191223;000000;1.1080100;1.1096000;1.1068000;1.1092000;1129363
EURUSD;D;20191224;000000;1.1091600;1.1094000;1.1068000;1.1086600;928805
EURUSD;D;20191225;000000;1.1087300;1.1102300;1.1072000;1.1094400;39039
EURUSD;D;20191226;000000;1.1094400;1.1109000;1.1081000;1.1100300;580540
EURUSD;D;20191227;000000;1.1101100;1.1188400;1.1097000;1.1175400;1432593
EURUSD;D;20191229;000000;1.1178300;1.1184000;1.1169000;1.1180000;61880
EURUSD;D;20191230;000000;1.1181200;1.1221000;1.1179000;1.1201000;1402774
EURUSD;D;20191231;000000;1.1201300;1.1239300;1.1197000;1.1211700;1231743
EURUSD;D;20200101;000000;1.1215400;1.1222100;1.1208000;1.1218800;27509
EURUSD;D;20200102;000000;1.1218800;1.1224500;1.1162000;1.1170600;1344646
EURUSD;D;20200103;000000;1.1170700;1.1180000;1.1123000;1.1159800;1567114
EURUSD;D;20200105;000000;1.1165000;1.1168900;1.1157000;1.1160500;74456
EURUSD;D;20200106;000000;1.1160200;1.1205500;1.1155000;1.1195300;1364748
EURUSD;D;20200107;000000;1.1195400;1.1197100;1.1132000;1.1154000;1610661
EURUSD;D;20200108;000000;1.1154100;1.1168200;1.1100000;1.1112700;2131727
EURUSD;D;20200109;000000;1.1112900;1.1120400;1.1092000;1.1109200;1423627
EURUSD;D;20200110;000000;1.1109300;1.1129200;1.1084000;1.1120000;1299383
EURUSD;D;20200112;000000;1.1117500;1.1122500;1.1110800;1.1116000;34731
EURUSD;D;20200113;000000;1.1116300;1.1147000;1.1111000;1.1134300;1088702
EURUSD;D;20200114;000000;1.1134400;1.1144600;1.1103000;1.1127500;1388450
EURUSD;D;20200115;000000;1.1127600;1.1163400;1.1117000;1.1152200;1269484
EURUSD;D;20200116;000000;1.1152200;1.1172800;1.1127000;1.1136900;1284988
EURUSD;D;20200117;000000;1.1136900;1.1142800;1.1084000;1.1088000;1196211
EURUSD;D;20200119;000000;1.1094400;1.1098100;1.1086000;1.1094500;49939
EURUSD;D;20200120;000000;1.1093700;1.1102400;1.1075000;1.1096200;850945
EURUSD;D;20200121;000000;1.1095900;1.1118100;1.1079000;1.1085100;1302308
EURUSD;D;20200122;000000;1.1085100;1.1098500;1.1069000;1.1095700;1285366
EURUSD;D;20200123;000000;1.1095700;1.1108700;1.1035000;1.1055100;1542362
EURUSD;D;20200124;000000;1.1055200;1.1061700;1.1019000;1.1025100;1316866
EURUSD;D;20200126;000000;1.1023900;1.1037400;1.1022800;1.1024100;166000
EURUSD;D;20200127;000000;1.1024500;1.1037600;1.1008000;1.1018800;1250425
EURUSD;D;20200128;000000;1.1019300;1.1025300;1.0996000;1.1021700;1224167
EURUSD;D;20200129;000000;1.1022000;1.1027700;1.0991000;1.1013700;1262860
EURUSD;D;20200130;000000;1.1013800;1.1039400;1.1005000;1.1028400;1491048
EURUSD;D;20200131;000000;1.1028200;1.1095700;1.1015000;1.1091700;1515167
EURUSD;D;20200202;000000;1.1084600;1.1095000;1.1078800;1.1089100;114784
EURUSD;D;20200203;000000;1.1089100;1.1089100;1.1034500;1.1061000;941276
EURUSD;D;20200204;000000;1.1062000;1.1064200;1.1031000;1.1044600;917686
EURUSD;D;20200205;000000;1.1044300;1.1047900;1.0992000;1.1000400;1341541
EURUSD;D;20200206;000000;1.1000300;1.1014000;1.0963000;1.0980700;1264683
EURUSD;D;20200207;000000;1.0980800;1.0985000;1.0940000;1.0944000;1426180
EURUSD;D;20200209;000000;1.0946700;1.0951400;1.0940100;1.0949000;58558
EURUSD;D;20200210;000000;1.0948400;1.0957500;1.0906700;1.0910100;1227213
EURUSD;D;20200211;000000;1.0910100;1.0924800;1.0890200;1.0918900;1237668
EURUSD;D;20200212;000000;1.0918900;1.0925600;1.0863000;1.0874700;1320244
EURUSD;D;20200213;000000;1.0874700;1.0889000;1.0833000;1.0840300;1312373
EURUSD;D;20200214;000000;1.0841300;1.0861200;1.0825900;1.0830100;1161853
EURUSD;D;20200216;000000;1.0824000;1.0844000;1.0818900;1.0840300;63486
EURUSD;D;20200217;000000;1.0841300;1.0851000;1.0827000;1.0835000;844744
EURUSD;D;20200218;000000;1.0836100;1.0837300;1.0783800;1.0794700;1341478
EURUSD;D;20200219;000000;1.0794700;1.0812000;1.0780000;1.0809600;1285243
EURUSD;D;20200220;000000;1.0808200;1.0821100;1.0776500;1.0787500;1517435
EURUSD;D;20200221;000000;1.0786700;1.0863500;1.0785000;1.0847100;1466565
EURUSD;D;20200223;000000;1.0846000;1.0848300;1.0809000;1.0838500;121783
EURUSD;D;20200224;000000;1.0838600;1.0872200;1.0804000;1.0848700;1776645
EURUSD;D;20200225;000000;1.0848300;1.0890200;1.0828000;1.0879500;1780873
EURUSD;D;20200226;000000;1.0879700;1.0908700;1.0854000;1.0886200;1937852
EURUSD;D;20200227;000000;1.0886400;1.1006600;1.0883000;1.0996300;2073950
EURUSD;D;20200228;000000;1.0996500;1.1053100;1.0948900;1.1028900;2382305
EURUSD;D;20200301;000000;1.1012400;1.1073900;1.1009900;1.1051700;113544
EURUSD;D;20200302;000000;1.1050200;1.1184600;1.1034200;1.1144300;2869421
EURUSD;D;20200303;000000;1.1143400;1.1212900;1.1094000;1.1176500;2229928
EURUSD;D;20200304;000000;1.1175600;1.1187600;1.1094000;1.1138000;2043148
EURUSD;D;20200305;000000;1.1138200;1.1245000;1.1118000;1.1222500;2002107
EURUSD;D;20200306;000000;1.1222600;1.1354800;1.1210400;1.1285000;2652440
EURUSD;D;20200308;000000;1.1290000;1.1396500;1.1290000;1.1386800;296701
EURUSD;D;20200309;000000;1.1387700;1.1496100;1.1354800;1.1399100;3642665
EURUSD;D;20200310;000000;1.1399000;1.1425300;1.1273300;1.1313600;3408687
EURUSD;D;20200311;000000;1.1313700;1.1366700;1.1249000;1.1260500;2503228
EURUSD;D;20200312;000000;1.1261100;1.1333600;1.1053600;1.1182200;3270007
EURUSD;D;20200313;000000;1.1182300;1.1221300;1.1053300;1.1105000;3346280
EURUSD;D;20200315;000000;1.1098000;1.1199500;1.1047000;1.1155400;481148
EURUSD;D;20200316;000000;1.1153600;1.1236700;1.1082300;1.1163600;5165142
EURUSD;D;20200317;000000;1.1163500;1.1189300;1.0952500;1.1016100;4158711
EURUSD;D;20200318;000000;1.1015300;1.1045400;1.0800000;1.0943000;4634911
EURUSD;D;20200319;000000;1.0943300;1.0949200;1.0652000;1.0654100;4645624
EURUSD;D;20200320;000000;1.0654000;1.0831000;1.0635800;1.0692900;5198445
EURUSD;D;20200322;000000;1.0690000;1.0712000;1.0633000;1.0688300;480482
EURUSD;D;20200323;000000;1.0686800;1.0828200;1.0656000;1.0763200;4417041
EURUSD;D;20200324;000000;1.0761200;1.0888100;1.0743900;1.0797800;3949246
EURUSD;D;20200325;000000;1.0798200;1.0894000;1.0758000;1.0888000;3693649
EURUSD;D;20200326;000000;1.0887700;1.1058900;1.0872500;1.1046900;3336104
EURUSD;D;20200327;000000;1.1047400;1.1147300;1.0951900;1.1140000;3301140
EURUSD;D;20200329;000000;1.1140000;1.1144400;1.1103600;1.1136100;149503
EURUSD;D;20200330;000000;1.1136300;1.1138500;1.1008000;1.1029200;2784462
EURUSD;D;20200331;000000;1.1028700;1.1043000;1.0924600;1.1026300;3126786
EURUSD;D;20200401;000000;1.1025700;1.1036200;1.0900900;1.0950000;2565342
EURUSD;D;20200402;000000;1.0951500;1.0964500;1.0819000;1.0845600;2537644
EURUSD;D;20200403;000000;1.0845900;1.0855300;1.0770900;1.0812400;2451479
EURUSD;D;20200405;000000;1.0820000;1.0821800;1.0801500;1.0804700;179033
EURUSD;D;20200406;000000;1.0805200;1.0835600;1.0767500;1.0798900;2332219
EURUSD;D;20200407;000000;1.0798400;1.0926600;1.0788400;1.0893100;2309629
EURUSD;D;20200408;000000;1.0893200;1.0897000;1.0827800;1.0859600;2222851
EURUSD;D;20200409;000000;1.0859600;1.0951700;1.0839000;1.0922300;2099473
EURUSD;D;20200410;000000;1.0922800;1.0952700;1.0917000;1.0928600;950639
EURUSD;D;20200412;000000;1.0943000;1.0950000;1.0929000;1.0930800;88021
EURUSD;D;20200413;000000;1.0931500;1.0967900;1.0890800;1.0919400;1544002
EURUSD;D;20200414;000000;1.0919400;1.0990800;1.0913000;1.0982000;1891527
EURUSD;D;20200415;000000;1.0982700;1.0987300;1.0855000;1.0903700;2008548
EURUSD;D;20200416;000000;1.0903700;1.0907300;1.0815000;1.0857000;2277694
EURUSD;D;20200417;000000;1.0858400;1.0892700;1.0810000;1.0873500;1920248
EURUSD;D;20200419;000000;1.0848000;1.0878000;1.0848000;1.0863300;88930
EURUSD;D;20200420;000000;1.0863200;1.0896900;1.0839600;1.0863600;1806505
EURUSD;D;20200421;000000;1.0862300;1.0880300;1.0814800;1.0855300;1848461
EURUSD;D;20200422;000000;1.0856200;1.0885300;1.0801600;1.0806300;1615208
EURUSD;D;20200423;000000;1.0805000;1.0846800;1.0753900;1.0773500;2030924
EURUSD;D;20200424;000000;1.0773800;1.0829600;1.0725000;1.0824200;1784527
EURUSD;D;20200426;000000;1.0822000;1.0824200;1.0807000;1.0820000;67061
EURUSD;D;20200427;000000;1.0819300;1.0860400;1.0810000;1.0824100;1770965
EURUSD;D;20200428;000000;1.0824400;1.0888500;1.0807500;1.0831400;1782139
EURUSD;D;20200429;000000;1.0832500;1.0885700;1.0828900;1.0875800;1866845
EURUSD;D;20200430;000000;1.0877300;1.0972800;1.0831400;1.0943900;2080051
EURUSD;D;20200501;000000;1.0944800;1.1019000;1.0933000;1.0979800;1539674
EURUSD;D;20200503;000000;1.0978000;1.0978000;1.0952000;1.0960800;96397
EURUSD;D;20200504;000000;1.0960800;1.0961000;1.0894000;1.0902300;1700428
EURUSD;D;20200505;000000;1.0903100;1.0926000;1.0823800;1.0838300;1770081
EURUSD;D;20200506;000000;1.0838700;1.0844000;1.0780000;1.0797800;1731174
EURUSD;D;20200507;000000;1.0797100;1.0841000;1.0764000;1.0834800;1887936
EURUSD;D;20200508;000000;1.0835100;1.0875700;1.0813600;1.0837900;1403786
EURUSD;D;20200510;000000;1.0839000;1.0839600;1.0820500;1.0837600;82012
EURUSD;D;20200511;000000;1.0837600;1.0850500;1.0799000;1.0808100;1692565
EURUSD;D;20200512;000000;1.0809400;1.0885200;1.0782700;1.0845300;1573393
EURUSD;D;20200513;000000;1.0845200;1.0896500;1.0810000;1.0820700;1816610
EURUSD;D;20200514;000000;1.0821100;1.0824000;1.0773000;1.0805600;1696707
EURUSD;D;20200515;000000;1.0804900;1.0851200;1.0787500;1.0817900;1528162
EURUSD;D;20200517;000000;1.0838000;1.0838000;1.0806000;1.0818500;72782
EURUSD;D;20200518;000000;1.0818700;1.0927000;1.0798000;1.0913700;1630550
EURUSD;D;20200519;000000;1.0913900;1.0976100;1.0900600;1.0926000;1629331
EURUSD;D;20200520;000000;1.0925000;1.0999000;1.0923900;1.0978900;1517967
EURUSD;D;20200521;000000;1.0978200;1.1008500;1.0935800;1.0949000;1563571
EURUSD;D;20200522;000000;1.0948700;1.0956000;1.0883900;1.0900000;1362858
EURUSD;D;20200524;000000;1.0898000;1.0908300;1.0888000;1.0907700;55313
EURUSD;D;20200525;000000;1.0907900;1.0914500;1.0869000;1.0901400;952692
EURUSD;D;20200526;000000;1.0900700;1.0996000;1.0895000;1.0978000;1551499
EURUSD;D;20200527;000000;1.0978000;1.1030900;1.0932400;1.1016400;2265545
EURUSD;D;20200528;000000;1.1016600;1.1093600;1.0990000;1.1077800;2074524
EURUSD;D;20200529;000000;1.1077600;1.1145200;1.1068000;1.1106900;2358032
EURUSD;D;20200531;000000;1.1105000;1.1122000;1.1101400;1.1115000;97966
EURUSD;D;20200601;000000;1.1115800;1.1154100;1.1099000;1.1125000;2048212
EURUSD;D;20200602;000000;1.1124400;1.1196000;1.1113000;1.1184000;2346591
EURUSD;D;20200603;000000;1.1183100;1.1257900;1.1177600;1.1233600;2519181
EURUSD;D;20200604;000000;1.1234800;1.1362700;1.1193000;1.1335300;2793018
EURUSD;D;20200605;000000;1.1334000;1.1384000;1.1276000;1.1287300;2573441
EURUSD;D;20200607;000000;1.1271000;1.1319800;1.1271000;1.1315200;88565
EURUSD;D;20200608;000000;1.1315700;1.1318600;1.1266000;1.1303000;2152843
EURUSD;D;20200609;000000;1.1303100;1.1363800;1.1239000;1.1331000;2516099
EURUSD;D;20200610;000000;1.1331600;1.1422500;1.1320500;1.1366500;2821155
EURUSD;D;20200611;000000;1.1366700;1.1403700;1.1285000;1.1286500;3285237
EURUSD;D;20200612;000000;1.1287600;1.1340600;1.1211000;1.1260100;2897746
EURUSD;D;20200614;000000;1.1248000;1.1258700;1.1225000;1.1251400;159708
EURUSD;D;20200615;000000;1.1251400;1.1338400;1.1225000;1.1337300;3251692
EURUSD;D;20200616;000000;1.1335700;1.1353400;1.1226000;1.1263100;2713734
EURUSD;D;20200617;000000;1.1265000;1.1293900;1.1205000;1.1241600;2535380
EURUSD;D;20200618;000000;1.1242000;1.1261400;1.1184000;1.1207200;2375855
EURUSD;D;20200619;000000;1.1207200;1.1254400;1.1166000;1.1176000;2234771
EURUSD;D;20200621;000000;1.1190000;1.1194000;1.1167000;1.1176400;93933
EURUSD;D;20200622;000000;1.1176500;1.1281000;1.1172000;1.1277800;1979244
EURUSD;D;20200623;000000;1.1277600;1.1348600;1.1231000;1.1312400;2482232
EURUSD;D;20200624;000000;1.1312100;1.1325800;1.1246000;1.1249700;2216060
EURUSD;D;20200625;000000;1.1249500;1.1259700;1.1189000;1.1216300;2372964
EURUSD;D;20200626;000000;1.1217000;1.1239400;1.1193600;1.1217600;1726314
EURUSD;D;20200628;000000;1.1224000;1.1228100;1.1215500;1.1221600;66314
EURUSD;D;20200629;000000;1.1221700;1.1287900;1.1217000;1.1246600;1890889
EURUSD;D;20200630;000000;1.1245800;1.1262000;1.1188500;1.1233000;2019160
EURUSD;D;20200701;000000;1.1233200;1.1275200;1.1182900;1.1250000;2039640
EURUSD;D;20200702;000000;1.1251200;1.1302700;1.1221500;1.1237200;2027183
EURUSD;D;20200703;000000;1.1237700;1.1251800;1.1217800;1.1246400;1593206
EURUSD;D;20200705;000000;1.1243000;1.1249500;1.1240300;1.1246500;44477
EURUSD;D;20200706;000000;1.1245700;1.1345500;1.1245000;1.1311500;1821624
EURUSD;D;20200707;000000;1.1312100;1.1332600;1.1256900;1.1273600;1992425
EURUSD;D;20200708;000000;1.1274100;1.1351800;1.1260600;1.1336900;1908772
EURUSD;D;20200709;000000;1.1337100;1.1370600;1.1278800;1.1287100;2221779
EURUSD;D;20200710;000000;1.1288200;1.1325000;1.1253000;1.1297300;1796583
EURUSD;D;20200712;000000;1.1299000;1.1317400;1.1297000;1.1308600;76350
EURUSD;D;20200713;000000;1.1307300;1.1374900;1.1299000;1.1343800;1604320
EURUSD;D;20200714;000000;1.1344500;1.1411600;1.1322900;1.1408000;1987211
EURUSD;D;20200715;000000;1.1410600;1.1452000;1.1389000;1.1416800;1806871
EURUSD;D;20200716;000000;1.1417000;1.1441800;1.1369000;1.1387800;1963818
EURUSD;D;20200717;000000;1.1387000;1.1443700;1.1376000;1.1425300;1433588
EURUSD;D;20200719;000000;1.1402000;1.1445700;1.1402000;1.1441200;83815
EURUSD;D;20200720;000000;1.1441700;1.1467700;1.1401000;1.1454900;1542749
EURUSD;D;20200721;000000;1.1455400;1.1542300;1.1421000;1.1534100;1593958
EURUSD;D;20200722;000000;1.1533300;1.1601500;1.1504900;1.1563600;1805744
EURUSD;D;20200723;000000;1.1564000;1.1627200;1.1538900;1.1594500;1706275
EURUSD;D;20200724;000000;1.1595200;1.1658100;1.1579600;1.1656000;1665407
EURUSD;D;20200726;000000;1.1651000;1.1656000;1.1638000;1.1648700;114587
EURUSD;D;20200727;000000;1.1649700;1.1781500;1.1648000;1.1768200;1866105
EURUSD;D;20200728;000000;1.1768200;1.1773700;1.1697000;1.1718000;1829011
EURUSD;D;20200729;000000;1.1718100;1.1806400;1.1712000;1.1780700;1781041
EURUSD;D;20200730;000000;1.1779400;1.1876400;1.1728800;1.1871700;1975315
EURUSD;D;20200731;000000;1.1872000;1.1908800;1.1760000;1.1771000;2134794
EURUSD;D;20200802;000000;1.1779000;1.1796800;1.1770000;1.1780200;87682
EURUSD;D;20200803;000000;1.1780600;1.1788900;1.1694000;1.1760300;1782012
EURUSD;D;20200804;000000;1.1760400;1.1815000;1.1720000;1.1813300;1776005
EURUSD;D;20200805;000000;1.1813400;1.1904900;1.1798000;1.1872000;1620524
EURUSD;D;20200806;000000;1.1871800;1.1916200;1.1816900;1.1874500;1892537
EURUSD;D;20200807;000000;1.1875500;1.1882000;1.1754000;1.1787000;1841228
EURUSD;D;20200809;000000;1.1783000;1.1792000;1.1772000;1.1781000;70010
EURUSD;D;20200810;000000;1.1780200;1.1800700;1.1734000;1.1735100;1422427
EURUSD;D;20200811;000000;1.1736100;1.1808000;1.1720000;1.1734700;1819421
EURUSD;D;20200812;000000;1.1734500;1.1817100;1.1709000;1.1793800;1812639
EURUSD;D;20200813;000000;1.1793000;1.1864200;1.1792000;1.1815300;1673634
EURUSD;D;20200814;000000;1.1815300;1.1850400;1.1780000;1.1840800;1414842
EURUSD;D;20200816;000000;1.1839000;1.1853000;1.1831300;1.1851700;51286
EURUSD;D;20200817;000000;1.1852000;1.1881000;1.1827000;1.1874500;1314313
EURUSD;D;20200818;000000;1.1874500;1.1965600;1.1872000;1.1946200;1623685
EURUSD;D;20200819;000000;1.1946300;1.1952700;1.1829000;1.1843600;1753928
EURUSD;D;20200820;000000;1.1843300;1.1871100;1.1801000;1.1869600;1784659
EURUSD;D;20200821;000000;1.1868400;1.1882900;1.1753000;1.1795800;1547292
EURUSD;D;20200823;000000;1.1796000;1.1806800;1.1787500;1.1797300;62670
EURUSD;D;20200824;000000;1.1798300;1.1849600;1.1782000;1.1792600;1371431
EURUSD;D;20200825;000000;1.1793200;1.1843900;1.1782000;1.1833900;1542067
